id,frame,t,x,y,v,phi,phi_dot,a,car_width,car_height
11,4,0.16,184.31,26.14994952788491,24.500000003971447,-1.800657821338092e-05,-0.00015245086905440599,7.81250007252811,4.14,1.92
12,4,0.16,16.62,26.149999999912527,35.0,-2.8191227130491825e-11,-3.080570013935932e-10,12.499999999999318,3.64,1.82
13,4,0.16,40.56,32.53927046505349,52.10518579963339,2.3335435326698324,0.40562674816666444,34.65230580017953,5.66,2.02
14,4,0.16,280.73,26.1,39.74999999999909,0.0,-1.839592843344196e-14,21.874999999988574,4.95,1.92
1,5,0.2,368.42,27.955227628328977,42.05627103759512,0.30422671104832366,0.920710107256975,29.775201244293214,4.85,2.12
2,5,0.2,157.86,26.163220875989325,31.750230933142465,3.137778616168995,-0.033718928918489155,7.816895926555162,4.24,1.92
3,5,0.2,187.53,26.10927431340478,35.250696821879366,-0.006287713564926634,0.09855331199141464,9.360329514574175,3.94,1.92
4,5,0.2,260.8,26.149999871724308,42.24999999999956,-3.1415926304464303,1.7139083752226725e-07,9.375000000005912,5.05,2.22
5,5,0.2,302.91,27.0322756964033,43.46906087121778,2.8699402780230177,-2.932324519038076,43.38153128781471,4.24,1.82
6,5,0.2,245.41,26.1,22.875000000000455,0.0,-3.0726172355865454e-14,6.249999999994316,11.82,2.5
7,5,0.2,156.47,26.238772738656635,31.631371824636535,0.020072209545538566,0.1423765210911647,6.345598671875052,4.75,2.02
8,5,0.2,234.22,27.4760634167607,32.72739848297022,2.8273735134536464,-1.54270290540655,24.619889301215267,5.76,2.43
9,5,0.2,311.96,26.10977410811238,35.75011370822644,3.1390704952836703,-0.022575247963622758,9.3771983981581,4.85,2.02
10,5,0.2,204.92,26.150000019885866,23.25,9.996420136104689e-09,1.1447987973598992e-07,6.250000000005741,9.2,2.5
11,5,0.2,185.29,26.14992888552826,24.625000007845106,-2.524215067589708e-05,-0.00021281985758775574,6.250000142115198,4.14,1.92
12,5,0.2,18.03,26.14999999986457,35.375,-4.318190249819054e-11,-4.77525320859604e-10,7.812499999999602,3.64,1.82
13,5,0.2,39.09,34.04401733216317,52.47089764870368,2.3635654934274655,0.6809248306642317,-6.386094371441118,5.66,2.02
14,5,0.2,282.34,26.1,40.374999999999545,0.0,-1.738330851969932e-14,14.06250000001711,4.95,1.92
1,6,0.24,370.04,28.49865760470017,43.12102469847371,0.3331569339969347,0.40624154576116744,17.2903611768196,4.85,2.12
2,6,0.24,156.59,26.168916104860383,31.87546680163544,3.1361807078283945,-0.048059884277009246,3.133845152217816,4.24,1.92
3,6,0.24,188.95,26.105288419850663,35.5000020712615,-0.00034160036363850566,0.11269533817416427,3.1179408171032037,3.94,1.92
4,6,0.24,259.1,26.149999826786285,42.500000000000476,-3.1415926225311632,2.332055544229661e-07,4.687500000005912,5.05,2.22
5,6,0.24,301.24,27.60633130948858,45.71359158716335,2.735734551592925,-3.5269751674096597,77.57550833030007,4.24,1.82
6,6,0.24,246.33,26.1,23.124999999999545,-2.6645352591003757e-15,3.056097788084026e-14,4.687499999994316,11.82,2.5
7,6,0.24,157.74,26.26780306268152,32.011250237561306,0.026512900765150338,0.18849955285772663,9.545512167258266,4.75,2.02
8,6,0.24,232.97,27.92662455042464,33.720570460762595,2.7664106987268777,-1.3935952635746816,23.24488570312269,5.76,2.43
9,6,0.24,310.52,26.114023671594396,36.00023194409271,3.138002985952687,-0.03272445822403114,3.1295233885275024,4.85,2.02
10,6,0.24,205.86,26.15000003124834,23.375000000000004,1.5624214366738443e-08,1.819402700654439e-07,1.5624999999943725,9.2,2.5
11,6,0.24,186.28,26.149899800848065,25.00000001534066,-3.503216682032573e-05,-0.00029535716121383937,7.812500278852951,4.14,1.92
12,6,0.24,19.45,26.14999999979032,35.62499999999997,-6.639311322942376e-11,-7.361949548029741e-10,6.250000000000341,3.64,1.82
13,6,0.24,37.57,35.485513605119955,51.594298249918104,2.38801751912297,0.5347097324678955,-23.860477076527445,5.66,2.02
14,6,0.24,283.96,26.1,40.875000000000455,-1.3322676295501878e-15,1.722527844225125e-14,10.937500000011369,4.95,1.92
1,7,0.28,371.68,29.083370232212598,43.439499931740684,0.3367260347092169,-0.37862537517996087,-2.0742298355293087,4.85,2.12
2,7,0.28,155.31,26.17702147241667,32.0009385453199,3.1339338254268343,-0.06737088694433169,3.1425922554848285,4.24,1.92
3,7,0.28,190.37,26.108304168334286,35.50013208724762,0.0027279134890068057,0.05774374534674082,0.004034546349544144,3.94,1.92
4,7,0.28,257.4,26.149999766124967,42.625000000000036,-3.1415926117899864,3.148773473071742e-07,3.1249999999891998,5.05,2.22
5,7,0.28,299.55,28.47612046545113,49.675101537641794,2.5877822646302455,-3.493285266704685,112.73998057518406,4.24,1.82
6,7,0.28,247.26,26.1,23.25,2.6645352591003757e-15,3.0726172355865296e-14,5.7411853049416095e-12,11.82,2.5
7,7,0.28,159.03,26.306661672507545,32.3950127980172,0.03515217377415647,0.2560341327852594,8.122632007354014,4.75,2.02
8,7,0.28,231.71,28.46459362979176,34.58698933922004,2.7158858923676714,-1.0258570956381234,17.32412020116334,5.76,2.43
9,7,0.28,309.08,26.1201123953124,36.00047557930865,3.1364525386257487,-0.04669588392785329,1.5717165229982015,4.85,2.02
10,7,0.28,206.79,26.150000049103145,23.374999999999552,2.4551641608638874e-08,2.8438293766671723e-07,1.5625000000002274,9.2,2.5
11,7,0.28,187.29,26.149858821194588,25.250000030153345,-4.887072357284694e-05,-0.0004314215872336623,5.639654432343377e-07,4.14,1.92
12,7,0.28,20.88,26.14999999967535,35.87500000000003,-1.0207745759771569e-10,-1.145662271948914e-09,3.12500000000108,3.64,1.82
13,7,0.28,36.08,36.86829039193795,50.56205948258148,2.4063422720248973,0.6314143855547591,-20.228601298186504,5.66,2.02
14,7,0.28,285.61,26.1,41.250000000000455,1.3322676295501878e-15,1.7383308519699228e-14,4.6874999999943725,4.95,1.92
1,8,0.32,373.32,29.64684617268283,42.95508631163137,0.30286690398253757,-1.4654539807386966,-17.89596075592692,4.85,2.12
2,8,0.32,154.03,26.188523088324956,32.126874182074225,3.130791036872848,-0.09384986611688362,3.159638523819069,4.24,1.92
3,8,0.32,191.79,26.11303571337686,35.50032483496946,0.004277899264101048,0.049376180686110216,1.5707786252984874,3.94,1.92
4,8,0.32,255.69,26.14999968424894,42.74999999999961,-3.141592597340975,4.262940507260282e-07,1.5625000000067075,5.05,2.22
5,8,0.32,297.86,29.696388859356617,54.73279003317807,2.4562717302565504,-2.7351385229808045,120.94418630494658,4.24,1.82
6,8,0.32,248.19,26.1,23.125,0.0,-6.128715023670586e-14,-1.5625000000056843,11.82,2.5
7,8,0.32,160.33,26.358884711632182,32.66106079814963,0.04699563138797114,0.35308581767348785,5.261448909220746,4.75,2.02
8,8,0.32,230.45,29.06928063251078,35.10650007685566,2.6843421310758284,-0.48157594614205834,6.270005960775848,5.76,2.43
9,8,0.32,307.64,26.12882733306543,36.12596926593257,3.134267315238459,-0.06555722961313393,4.706073532210212,4.85,2.02
10,8,0.32,207.73,26.15000007715991,23.500000000000018,3.837484952029513e-08,4.4687482063458707e-07,1.562500000006139,9.2,2.5
11,8,0.32,188.3,26.149801081986364,25.000000060457893,-6.954589379892795e-05,-0.0006201136780813216,-4.687498869143894,4.14,1.92
12,8,0.32,22.32,26.149999999497357,35.87500000000006,-1.5804602071511908e-10,-1.782783908834995e-09,-3.979039320256561e-13,3.64,1.82
13,8,0.32,34.57,38.19876624694466,49.976010146063174,2.438530669967351,2.865353200040598,-83.61058456479259,5.66,2.02
14,8,0.32,287.26,26.1,41.25,0.0,-3.439851676836457e-14,1.5624999999886313,4.95,1.92
1,9,0.36,374.96,30.10830555517404,42.00782307126653,0.21948971625012126,-2.788673852656575,-22.80353773912293,4.85,2.12
2,9,0.36,152.74,26.20478270706673,32.25370962722542,3.126425836137484,-0.13066328278905814,1.6301480233968277,4.24,1.92
3,9,0.36,193.21,26.120453476357255,35.625794377271504,0.006678007943895725,0.076621444963754,3.145143058274357,3.94,1.92
4,9,0.36,253.98,26.14999957375401,42.750000000000576,-3.1415925776864624,5.732673500347119e-07,1.5625000000020464,5.05,2.22
5,9,0.36,296.16,31.24744526612357,59.35063644203752,2.368971182791781,-1.5065162970923573,85.24013899614965,4.24,1.82
6,9,0.36,249.11,26.1,23.124999999999545,-2.6645352591003757e-15,3.056097788084026e-14,1.5624999999999432,11.82,2.5
7,9,0.36,161.64,26.42941065110542,32.815928710754854,0.06339903918803547,0.4921403886213982,2.6433119665482536,4.75,2.02
8,9,0.36,229.19,29.704506781966582,35.088589816082106,2.677359816676308,0.18543497002043097,-4.861139775153106,5.76,2.43
9,9,0.36,306.19,26.141283001824217,36.376961461885465,3.131207960256697,-0.09387922519252356,1.6002545423002061,4.85,2.02
10,9,0.36,208.67,26.15000012124786,23.500000000000043,6.030162724712795e-08,7.047772407928202e-07,6.707523425575346e-12,9.2,2.5
11,9,0.36,189.29,26.14971972940676,24.875000120621834,-9.847981781963e-05,-0.0008650893064288193,-1.5624977625762426,4.14,1.92
12,9,0.36,23.75,26.14999999922176,35.875,-2.4469981596553225e-10,-2.7601936221742978e-09,-5.684341886080802e-14,3.64,1.82
13,9,0.36,33.03,39.453275919317974,43.873212717398076,2.635570528028145,6.993573144351185,-136.86814840849428,5.66,2.02
14,9,0.36,288.91,26.1,41.374999999999545,-1.3322676295501878e-15,1.707009575358605e-14,4.687500000005684,4.95,1.92
1,10,0.4,376.6,30.37856064896148,41.13080329250153,0.07977299577001151,-4.109878925770074,-9.521153927683827,4.85,2.12
2,10,0.4,151.45,26.22765647804528,32.25728602394597,3.1203379742497237,-0.1784304239113439,1.6915820148138891,4.24,1.92
3,10,0.4,194.64,26.132068318943034,35.75193627963141,0.010407614861201342,0.1187548256102829,3.1737637976487463,3.94,1.92
4,10,0.4,252.27,26.14999942465955,42.87499999999977,-3.1415925514795875,7.629998250990866e-07,4.687499999997954,5.05,2.22
5,10,0.4,294.46,33.010598794602,61.55200115287005,2.335750426489162,-0.1541098471837401,13.499153350941128,4.24,1.82
6,10,0.4,250.04,26.1,23.25,2.6645352591003757e-15,3.0726172355865296e-14,5.7411853049416095e-12,11.82,2.5
7,10,0.4,162.95,26.525213102942864,32.87252575547349,0.08636686247768299,0.693421472859927,0.5117986069435005,4.75,2.02
8,10,0.4,227.94,30.32611732269765,34.717608894843416,2.6991769286774634,0.8529181522393046,-11.829702671294797,5.76,2.43
9,10,0.4,304.73,26.159047877018235,36.253989629316585,3.1267569772230566,-0.13504878940856457,-4.610984133947909,4.85,2.02
10,10,0.4,209.61,26.15000019052697,23.50000000000056,9.475702844596867e-08,1.1174289821307224e-06,-1.562500000002899,9.2,2.5
11,10,0.4,190.29,26.14960510714826,24.875000239451797,-0.00013875303831323293,-0.0012250152207607186,-1.562495536093195,4.14,1.92
12,10,0.4,25.19,26.14999999879507,35.87500000000006,-3.788613867072854e-10,-4.3250502387020985e-09,-3.125,3.64,1.82
13,10,0.4,31.5,39.9,39.026558273383635,2.9980165215154457,6.325276569520604,-60.91515896747518,5.66,2.02
14,10,0.4,290.57,26.1,41.625000000000455,1.3322676295501878e-15,1.7173238326113156e-14,3.1250000000056843,4.95,1.92
1,11,0.44,378.24,30.37051743269456,41.24613075705182,-0.10930059781148449,-4.880603995643112,22.492234294191803,4.85,2.12
2,11,0.44,150.16,26.25962803901236,32.38903618841053,3.1121514022245753,-0.24068030188183798,1.8036954428062586,4.24,1.92
3,11,0.44,196.07,26.150220329635324,35.8796954810834,0.016178393992718032,0.18408706849799616,1.6799833518778655,3.94,1.92
4,11,0.44,250.55,26.149999223516,43.125000000000405,-3.141592516646476,1.0322727845846202e-06,3.125000000017735,5.05,2.22
5,11,0.44,292.75,34.79980400559607,60.430568710112816,2.356642395017081,1.1485938970103469,-62.34727635895831,4.24,1.82
6,11,0.44,250.97,26.1,23.125,0.0,-6.145414030385005e-14,-3.1250000000056843,11.82,2.5
7,11,0.44,164.26,26.656256142758053,32.85687259931033,0.11887275701682976,0.9786040033090828,0.913319373546642,4.75,2.02
8,11,0.44,226.68,30.89358169600782,34.14221360237852,2.745593268855451,1.3290426087034675,-16.884428500961405,5.76,2.43
9,11,0.44,303.29,26.184309620013618,36.00808273116963,3.120404057104013,-0.18693099670000635,-1.4119259102072306,4.85,2.02
10,11,0.44,210.55,26.15000029939107,23.374999999999808,1.4969594586133894e-07,1.7717184413784865e-06,-3.1250000000045475,9.2,2.5
11,11,0.44,191.28,26.14944361085873,24.750000477734375,-0.00019648103548020046,-0.0017258876786780954,-1.5624911392089302,4.14,1.92
12,11,0.44,26.62,26.149999998134422,35.625,-5.907039302144312e-10,-6.73667321708005e-09,-4.687500000001421,3.64,1.82
13,11,0.44,29.94,39.9,39.00000000000006,-3.141592653589793,1.7947016509293547,-0.3319784172947493,5.66,2.02
14,11,0.44,292.24,26.1,41.625,0.0,-3.414019150717283e-14,-1.7053025658242404e-11,4.95,1.92
1,12,0.48,379.88,30.018620187859895,42.930182036036875,-0.31067532388143704,-4.431569724752567,55.719873066482364,4.85,2.12
2,12,0.48,148.86,26.303931358384503,32.40158165937047,3.101083550099178,-0.3186278004274641,0.43588182476463544,4.24,1.92
3,12,0.48,197.51,26.178504361170713,35.886334947781634,0.02513458034104099,0.2827903756620175,0.2790945171668682,3.94,1.92
4,12,0.48,248.82,26.14999895220511,43.125000000001194,-3.1415924688977643,1.4101577363589968e-06,-1.562499999988404,5.05,2.22
5,12,0.48,291.04,36.42753649693391,56.56421904415338,2.4276379382499904,2.3296295819880157,-108.54600827705826,4.24,1.82
6,12,0.48,251.89,26.1,22.999999999999545,-2.6645352591003757e-15,-8.574575056377487e-29,1.5624999999999432,11.82,2.5
7,12,0.48,165.56,26.836940696919708,32.94559130535722,0.16465518274240942,1.3464575691032608,9.402925033118322,4.75,2.02
8,12,0.48,225.42,31.379692568178875,33.3668546147665,2.80550033737374,1.5757851538978684,-16.61218043852267,5.76,2.43
9,12,0.48,301.85,26.22008016878614,36.14103555650001,3.111802497487057,-0.2547641111668284,3.4157574833776607,4.85,2.02
10,12,0.48,211.48,26.15000047045839,23.250000000000195,2.364945039801114e-07,2.799206712252664e-06,-3.1249999999773763,9.2,2.5
11,12,0.48,192.27,26.149216074692987,24.750000948315083,-0.00027682405260742726,-0.0024191267200109586,1.755763298660895e-05,4.14,1.92
12,12,0.48,28.04,26.149999997111564,35.49999999999994,-9.177956172834456e-10,-1.0316462226110363e-08,-7.389644451905042e-13,3.64,1.82
13,12,0.48,28.38,39.9,39.00000000000006,-3.141592653589792,-7.105427357601002e-15,-2.1032064978498966e-12,5.66,2.02
14,12,0.48,293.9,26.1,41.62499999999909,-1.3322676295501878e-15,-4.7379033345470106e-29,1.5625000000056843,4.95,1.92
1,13,0.52,381.51,29.320611060800875,45.70372060237042,-0.46382617579169017,-2.7211525761462907,58.606554506731754,4.85,2.12
2,13,0.52,147.57,26.364604044769198,32.4239067343917,3.0866611781903783,-0.40588599958833527,0.7478246693208916,4.24,1.92
3,13,0.52,198.94,26.22237176967777,35.902023042456754,0.03880162404567944,0.42720159262007357,0.6482186649725463,3.94,1.92
4,13,0.52,247.1,26.1499985863285,43.00000000000134,-3.1415924038338576,1.8997806634502012e-06,-1.5624999999901092,5.05,2.22
5,13,0.52,289.33,37.76298972486504,51.746888047948154,2.543012761576123,3.206129976372601,-111.4333715957348,4.24,1.82
6,13,0.52,252.81,26.1,23.25,0.0,3.089316242300959e-14,4.687500000005684,11.82,2.5
7,13,0.52,166.86,27.08827085702324,33.6091066019598,0.22658936254509054,1.855058341593141,20.11133233077669,4.75,2.02
8,13,0.52,224.16,31.77393430493835,32.81323916729671,2.8716560811672807,1.596952965797037,-13.036186680241713,5.76,2.43
9,13,0.52,300.4,26.270428648196972,36.28134332983984,3.1000229282106666,-0.3500524203679589,0.5547581223588054,4.85,2.02
10,13,0.52,212.41,26.15000073927085,23.125000000001616,3.736324827308124e-07,4.382820090804085e-06,-1.5624999999583338,9.2,2.5
11,13,0.52,193.26,26.148895499220544,24.750001882345014,-0.0003900111730814615,-0.003407951903869656,3.4847231631829345e-05,4.14,1.92
12,13,0.52,29.46,26.149999995527885,35.62499999999994,-1.4160210781710703e-09,-1.574165074637947e-08,4.687500000000682,3.64,1.82
13,13,0.52,26.82,39.9,38.999999999999886,-3.141592653589793,0.0,0.0,5.66,2.02
14,13,0.52,295.57,26.1,41.750000000000455,0.0,1.707009575358667e-14,1.5625000000227374,4.95,1.92
1,14,0.56,383.15,28.382890230881344,47.61870639657542,-0.5283675299731407,-0.5609405573322483,17.294768525600034,4.85,2.12
2,14,0.56,146.27,26.446347153475504,32.46140763291614,3.0686126701321106,-0.49492048201926764,-0.3661445388281095,4.24,1.92
3,14,0.56,200.38,26.289920942804745,35.938192440979435,0.05931070775064695,0.6310489563887265,1.4556197195465188,3.94,1.92
4,14,0.56,245.38,26.14999809304469,43.00000000000198,-3.1415923169153115,2.549421225239712e-06,3.8539837987627834e-11,5.05,2.22
5,14,0.56,287.62,38.760161349956746,47.649549316494586,2.684128336359798,3.5046034819397,-84.21556146221678,4.24,1.82
6,14,0.56,253.75,26.1,23.375,0.0,0.0,0.0,11.82,2.5
7,14,0.56,168.18,27.44097802865025,34.55449789181936,0.3130598500698607,2.540817750949372,31.949557072231073,4.75,2.02
8,14,0.56,222.89,32.07971789183608,32.323959680347166,2.933256574637503,1.4323019420011747,-10.034234186923072,5.76,2.43
9,14,0.56,298.95,26.34070186017355,36.185416206288714,3.0837983038576198,-0.4667287971809202,-0.5448133743429935,4.85,2.02
10,14,0.56,213.33,26.15000116167848,23.12500000000353,5.871201111951052e-07,6.924658566640229e-06,-1.5624999999022293,9.2,2.5
11,14,0.56,194.25,26.1484438525311,24.750003736093614,-0.0005494602049171959,-0.004800633475457698,6.915509044347345e-05,4.14,1.92
12,14,0.56,30.89,26.1499999930759,35.875,-2.1771273672754887e-09,-2.4288529913094683e-08,4.687500000001364,3.64,1.82
13,14,0.56,25.26,39.9,39.00000000000006,-3.141592653589792,-2.842170943040401e-14,1.5625000000013642,5.66,2.02
14,14,0.56,297.24,26.1,41.75000000000091,0.0,0.0,-5.6843418860808015e-12,4.95,1.92
1,15,0.6,384.8,27.400151825916467,47.087302084418425,-0.5087014203782703,1.913211007526642,-41.03301418727085,4.85,2.12
2,15,0.6,144.98,26.553958493531628,32.39461517128545,3.047067539628838,-0.5484179400276616,0.12543082422894258,4.24,1.92
3,15,0.6,201.81,26.392793381920427,36.018472620020475,0.08928554055677784,0.9001418170475723,3.1048361165041456,3.94,1.92
4,15,0.6,243.66,26.149997428168287,43.00000000000443,-3.14159219988016,3.431922351637695e-06,7.560174708487466e-11,5.05,2.22
5,15,0.6,285.91,39.44663728905909,45.00964313097081,2.8233810401312986,4.07088161051913,-56.569598769778736,4.24,1.82
6,15,0.6,254.68,26.1,23.25,0.0,0.0,-5.684341886080802e-14,11.82,2.5
7,15,0.6,169.49,27.939614076387187,36.16507116773828,0.42985478262104015,3.25076763051709,59.01598085846422,4.75,2.02
8,15,0.6,221.63,32.30878527882448,32.01050043234286,2.986240236527376,1.193003121962768,-6.204326235019096,5.76,2.43
9,15,0.6,297.51,26.437640533368977,36.2377582598924,3.0626846244361925,-0.5975500633972715,1.7742380864987695,4.85,2.02
10,15,0.6,214.26,26.150001825443056,23.00000000000944,9.276051682327591e-07,1.0980858940585468e-05,-3.1249999997370423,9.2,2.5
11,15,0.6,195.24,26.14780756790528,24.75000741475225,-0.0007740618511178354,-0.00662549018145467,3.125135380011443,4.14,1.92
12,15,0.6,32.33,26.14999998927953,36.00000000000006,-3.3591032178037494e-09,-3.802297880238968e-08,0.0,3.64,1.82
13,15,0.6,23.7,39.9,39.125,3.1415926535897913,-2.1316282072803006e-14,4.687499999998579,5.66,2.02
14,15,0.6,298.91,26.1,41.75,0.0,0.0,1.562499999982947,4.95,1.92
1,16,0.64,386.44,26.548205050101995,44.33606526159374,-0.3753106493710092,4.676383262466551,-66.68381619885531,4.85,2.12
2,16,0.64,143.69,26.690950893046764,32.47144209885445,3.024739234929898,-0.504833197718952,3.465845234007986,4.24,1.92
3,16,0.64,203.25,26.546853555033422,36.186579330299764,0.13132205311445233,1.2247813115458563,4.596048534585179,3.94,1.92
4,16,0.64,241.94,26.14999653228355,43.00000000000803,-3.1415920423615233,4.617758285974105e-06,1.3244516594568267e-10,5.05,2.22
5,16,0.64,284.2,39.88672916352814,43.12398141491229,3.009798865201329,3.9291408924068634,-28.241516055127477,4.24,1.82
6,16,0.64,255.61,26.1,23.375,0.0,0.0,1.5625000000056843,11.82,2.5
7,16,0.64,170.81,28.646689098696665,39.2757763604965,0.5731212605112281,3.7776483941641583,102.52518526525932,4.75,2.02
8,16,0.64,220.36,32.475952270387374,31.827613581545638,3.0286968243945243,0.9352386956982599,-3.5333595439449255,5.76,2.43
9,16,0.64,296.06,26.569220550208655,36.327355253208616,3.0359942987858375,-0.7394723951798667,1.3513419232658066,4.85,2.02
10,16,0.64,215.17,26.15000286847199,22.875000000024567,1.4655888262993244e-06,1.6881244435877406e-05,1.5625000006377832,9.2,2.5
11,16,0.64,196.23,26.14691120975972,25.00001456649453,-0.0010794994194336383,-0.009236278238325325,4.687766769961115,4.14,1.92
12,16,0.64,33.77,26.14999998340168,35.875,-5.218965704045786e-09,-5.866598071370145e-08,-1.4210854715202004e-12,3.64,1.82
